Pair;set;category;modality;traits;delta
237;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.195444688
237;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.052305688
237;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.031543235
237;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.247310732
237;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.002739726
237;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.008925545
237;b) complete dataset;feeding habits;parasites;tachfeed_par;0.022024803
237;b) complete dataset;locomotion;flier;tachloco_flr;-0.029810828
237;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.000913242
237;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.11203811
237;b) complete dataset;locomotion;crawler;tachloco_crw;-0.148186311
237;b) complete dataset;locomotion;burrower;tachloco_bur;0.143758718
237;b) complete dataset;locomotion;interstitial;tachloco_int;0.11523797
237;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.192212856
237;b) complete dataset;locomotion;permanently attached;tachloco_pat;8.84E-05
237;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.016517387
237;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.204611872
237;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.188094485
237;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.085818991
237;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.010413931
237;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.002859235
237;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.390935905
237;b) complete dataset;reproduction;clutches, free;tachrepro_frc;0.327606067
237;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.004931507
237;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.024753665
237;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.000358677
237;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.007548684
237;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.0210168
237;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-2.55E-05
237;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.067671301
237;b) complete dataset;resistant forms;none;tachresist_non;-0.09621132
237;b) complete dataset;respiration;tegument;tachrespir_teg;0.242753557
237;b) complete dataset;respiration;gill;tachrespir_gil;-0.173343105
237;b) complete dataset;respiration;plastron;tachrespir_pls;-0.074637965
237;b) complete dataset;respiration;spiracle;tachrespir_spi;0.005227512
237;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
237;b) complete dataset;fecundity;< 100;fecund_less100;0.060199495
237;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.188189329
237;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.098495243
237;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.029494591
238;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.014855774
238;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.00373221
238;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.006398273
238;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.017521838
238;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.056093787
238;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.019450444
238;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.001290491
238;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.037933834
238;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.006999614
238;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.02341477
238;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.087379039
238;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.020273598
238;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.021579994
238;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.005258126
238;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.052311704
238;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.000701222
238;b) complete dataset;locomotion;flier;tachloco_flr;-0.000291544
238;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;0
238;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.018728171
238;b) complete dataset;locomotion;crawler;tachloco_crw;0.084611012
238;b) complete dataset;locomotion;burrower;tachloco_bur;-0.013193137
238;b) complete dataset;locomotion;interstitial;tachloco_int;-0.033027006
238;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.019062058
238;b) complete dataset;locomotion;permanently attached;tachloco_pat;-0.000309096
238;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.028065361
238;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.126689367
238;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.098624006
238;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.063839011
238;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.025863549
238;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.032639164
238;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.001570192
238;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.02084623
238;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.0142033
238;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.013748038
238;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.048653467
238;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.012682698
238;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.1375718
238;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-2.89E-05
238;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.043543368
238;b) complete dataset;resistant forms;none;tachresist_non;0.10674001
238;b) complete dataset;respiration;tegument;tachrespir_teg;-0.069181832
238;b) complete dataset;respiration;gill;tachrespir_gil;0.094304146
238;b) complete dataset;respiration;plastron;tachrespir_pls;-0.000929333
238;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.024192981
238;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
238;b) complete dataset;fecundity;< 100;fecund_less100;-0.080260571
238;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.072519636
238;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.018124805
238;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.01038387
240;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.159440201
240;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.004420671
240;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.153454908
240;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.001564622
240;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.038308214
240;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.061622195
240;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.07131261
240;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.047998629
240;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.004147632
240;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.058781426
240;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.132779276
240;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.21420122
240;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.055793881
240;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.022803567
240;b) complete dataset;feeding habits;predators;tachfeed_pre;0.195417476
240;b) complete dataset;feeding habits;parasites;tachfeed_par;0.010036515
240;b) complete dataset;locomotion;flier;tachloco_flr;0.000898118
240;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;0.002700949
240;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.002885968
240;b) complete dataset;locomotion;crawler;tachloco_crw;-0.163390125
240;b) complete dataset;locomotion;burrower;tachloco_bur;0.059780837
240;b) complete dataset;locomotion;interstitial;tachloco_int;0.032232338
240;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.064035408
240;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.000856507
240;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.049309944
240;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.034295529
240;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.083605472
240;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.062157689
240;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.012057175
240;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.138826095
240;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.001825665
240;b) complete dataset;reproduction;clutches, free;tachrepro_frc;0.211476353
240;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.003159714
240;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.028975164
240;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.025554392
240;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.106381098
240;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.116991887
240;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-8.68E-07
240;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.022990345
240;b) complete dataset;resistant forms;none;tachresist_non;-0.033600266
240;b) complete dataset;respiration;tegument;tachrespir_teg;0.173312949
240;b) complete dataset;respiration;gill;tachrespir_gil;-0.161731351
240;b) complete dataset;respiration;plastron;tachrespir_pls;0.000592615
240;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.012174213
240;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
240;b) complete dataset;fecundity;< 100;fecund_less100;0.223939593
240;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.004642619
240;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.173823564
240;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.054758648
241;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.050452029
241;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.004205111
241;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.019386111
241;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.074043251
241;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.182619465
241;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.071624264
241;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.017531014
241;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.093464187
241;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.005820481
241;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.004659375
241;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.236121708
241;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.114724877
241;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.004342131
241;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.000819623
241;b) complete dataset;feeding habits;predators;tachfeed_pre;0.125526193
241;b) complete dataset;feeding habits;parasites;tachfeed_par;0.00118874
241;b) complete dataset;locomotion;flier;tachloco_flr;0.002748636
241;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;0.000715308
241;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.003070619
241;b) complete dataset;locomotion;crawler;tachloco_crw;0.057648658
241;b) complete dataset;locomotion;burrower;tachloco_bur;0.039714554
241;b) complete dataset;locomotion;interstitial;tachloco_int;-0.130695943
241;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.026802613
241;b) complete dataset;locomotion;permanently attached;tachloco_pat;-4.44E-06
241;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.034050401
241;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.19633911
241;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.230389511
241;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.330039386
241;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.043144929
241;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.186950087
241;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.027830018
241;b) complete dataset;reproduction;clutches, free;tachrepro_frc;0.027365482
241;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.038288825
241;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.004449234
241;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.002010809
241;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.097164097
241;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.036053899
241;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-7.85E-06
241;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.042536791
241;b) complete dataset;resistant forms;none;tachresist_non;-0.018565558
241;b) complete dataset;respiration;tegument;tachrespir_teg;0.119789007
241;b) complete dataset;respiration;gill;tachrespir_gil;-0.147893925
241;b) complete dataset;respiration;plastron;tachrespir_pls;0.00706792
241;b) complete dataset;respiration;spiracle;tachrespir_spi;0.021036997
241;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
241;b) complete dataset;fecundity;< 100;fecund_less100;-0.093633394
241;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.003931535
241;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.086436814
241;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.011128115
243;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.055639876
243;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.050891103
243;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.000560111
243;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.004188662
243;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.034287432
243;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.015534534
243;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.044061454
243;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.005760513
243;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.000544418
243;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.007359708
